dominio;documento;nome;uf;cidade;cep;data_cadastro;ultima_atualizacao;ticket
consumosustentavel.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;01/02/2012 17:26;11/04/2016 13:21;9373581
environment.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;13/08/2001 20:13;11/04/2016 13:22;615399
florestal.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;23/07/2007 13:51;24/04/2013 18:34;3751211
iufro2019.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;11/02/2015 19:11;11/02/2015 19:11;13825876
meioambiente.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;21/03/2000 20:30;11/04/2016 13:24;285374
meioambientedobrasil.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;13/08/2001 20:13;11/04/2016 13:23;615403
ministeriodomeioambiente.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;13/08/2001 20:13;11/04/2016 13:25;615402
mma.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;10/07/1995 12:00;11/04/2016 13:26;0
nossoambiente.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;13/08/2001 20:13;11/04/2016 13:26;615405
p2r2.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;04/11/2010 13:02;11/04/2016 13:30;7525532
passaporteverde.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;16/02/2009 19:16;11/04/2016 13:34;5271410
portalambiental.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;21/03/2000 20:30;11/04/2016 13:35;285789
programaarpa.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;25/04/2013 14:28;11/04/2016 13:37;11387857
redemulheres.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;20/08/2013 15:00;11/04/2016 13:37;11876431
redepcs.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;02/08/2012 13:55;11/04/2016 13:38;10249172
retp.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;10/12/2010 18:32;11/04/2016 13:39;7588661
sacoeumsaco.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;16/12/2009 11:43;11/04/2016 13:40;6283396
segurancaquimica.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;16/12/2011 12:12;11/04/2016 13:40;9164073
separeolixo.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;26/07/2011 11:14;11/04/2016 13:41;8572182
servicoflorestal.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;16/10/2006 18:00;15/02/2013 21:01;3069138
sinir.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;06/12/2012 18:47;11/04/2016 13:42;10795307
sisgen.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;14/10/2015 19:25;11/04/2016 13:42;14786814
cnrh.gov.br;037.115.375/0003-79;SECRETARIA DE RECURSOS HIDRICOS E AMBIENTE URBANO;DF;Brasília;70730-542;09/09/2008 13:05;11/03/2011 19:49;4837697
proagua.gov.br;037.115.375/0003-79;SECRETARIA DE RECURSOS HIDRICOS E AMBIENTE URBANO;DF;Brasília;70730-542;21/08/1997 12:00;12/11/2002 18:40;53330
jbrj.gov.br;037.115.375/0007-00;INSTITUTO DE PESQUISAS JARDIM BOTANICO DO RIO =;RJ;Rio de Janeiro;22460-030;10/09/1997 12:00;20/08/2015 17:37;57014
ccpe.gov.br;037.115.383/0005-87;MINISTERIO DE MINAS E ENERGIA;DF;Brasília;70065-900;29/02/2000 21:25;14/02/2009 13:46;275195
energiabrasil.gov.br;037.115.383/0005-87;MINISTERIO DE MINAS E ENERGIA;DF;Brasília;70065-900;01/06/2001 13:26;14/02/2009 13:47;573428
mme.gov.br;037.115.383/0005-87;MINISTERIO DE MINAS E ENERGIA;DF;Brasília;70065-900;17/07/1996 12:00;18/09/2012 12:45;11916
poupeenergia.gov.br;037.115.383/0005-87;MINISTERIO DE MINAS E ENERGIA;DF;Brasília;70065-900;09/05/2001 19:37;14/02/2009 13:47;563081
dnc.gov.br;037.115.383/0034-11;Agência Nacional do Petróleo - DNC;RJ;Rio de Janeiro;20090-004;22/08/1996 12:00;18/08/2015 11:43;14672
trt24.gov.br;037.115.409/0001-63;TRIBUNAL REGIONAL DO TRABALHO DA 24A REGIAO;MS;Campo Grande;79031-908;13/06/1997 12:00;14/01/2016 23:09;42809
trtms.gov.br;037.115.409/0001-63;TRIBUNAL REGIONAL DO TRABALHO DA 24A REGIAO;MS;Campo Grande;79031-908;17/10/2003 19:31;14/01/2016 23:10;1399086
trt23.gov.br;037.115.425/0001-56;TRIBUNAL REGIONAL DO TRABALHO - 23 REGIAO;MT;Cuiabá;78005-950;21/10/1996 11:00;19/01/2016 18:11;19718
crecito.gov.br;038.145.157/0001-88;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS 25 REG;TO;Palmas;77015-973;16/03/2016 19:18;16/03/2016 19:18;15262151
esamur.gov.br;039.750.948/0001-08;Agência. San. Básico do Mun. Resende SANEAR;RJ;Resende;27523-000;23/05/2000 13:26;28/08/2006 19:15;326150
bn.gov.br;040.176.679/0001-99;FUNDACAO BIBLIOTECA NACIONAL;RJ;Rio de Janeiro;20040-008;31/01/2013 13:39;18/04/2016 11:58;10957465
documenta.gov.br;040.176.679/0001-99;FUNDACAO BIBLIOTECA NACIONAL;RJ;Rio de Janeiro;20040-008;03/07/2003 19:51;18/04/2016 11:54;1255106
fbn.gov.br;040.176.679/0001-99;FUNDACAO BIBLIOTECA NACIONAL;RJ;Rio de Janeiro;20040-008;31/01/2013 15:29;18/04/2016 11:56;10957415
eafvsa.gov.br;041.008.699/0001-13;Instituto Federal de Pernambuco Campus Vitória;PE;Vitória de Santo Antão;55612-010;28/09/2004 12:04;11/01/2011 17:10;1817818
eafcrato.gov.br;041.338.161/0001-77;Escola Agrotécnica Federal de Crato;CE;Crato;63115-500;30/05/2005 15:08;09/10/2014 23:17;2139432
eafigt.gov.br;041.339.771/0001-95;ESCOLA AGROTECNICA FEDERAL DE IGUATU-C;CE;iguatu;63500-000;22/02/2002 19:32;28/12/2007 14:16;737396
valec.gov.br;042.150.664/0007-72;VALEC - ENGENHARIA, CONSTRUÇÕES E FERROVIAS S.A.;DF;Brasília;70040-908;15/09/2005 14:51;10/03/2012 09:41;2346471
portosrio.gov.br;042.266.890/0001-28;Companhia Docas do Rio de Janeiro;RJ;Rio de Janeiro;20081-000;27/02/1998 18:13;15/08/2014 21:24;87552
susep.gov.br;042.354.068/0001-19;Superintendência de Seguros Privados;RJ;Rio de Janeiro;20071-900;16/01/1998 12:25;05/06/2013 17:34;82347
cbtu.gov.br;042.357.483/0001-26;Companhia Brasileira de Trens Urbanos;RJ;Rio de Janeiro;20531-080;20/02/1998 12:15;21/02/2002 23:25;86585
metrobh.gov.br;042.357.483/0005-50;Companhia Brasileira de Trens Urbanos;MG;Belo Horizonte;31110-060;05/02/2003 13:19;20/06/2015 01:18;1082083
cbtu-sturec.gov.br;042.357.483/0006-30;COMPANHIA BRASILEIRA DE TRENS URBANOS;PE;Recife;50900-000;01/06/2011 12:34;11/04/2016 18:28;8249316
cbtumetrorec.gov.br;042.357.483/0006-30;COMPANHIA BRASILEIRA DE TRENS URBANOS;PE;Recife;50900-000;10/04/2008 13:07;30/12/2011 00:46;4350194
cbtu-natal.gov.br;042.357.483/0009-83;Companhia Brasileira de Trens Urbanos-Gerencia Nat;RN;Natal;59012-380;28/08/1998 14:59;06/07/2001 15:34;112905
cbtujp.gov.br;042.357.483/0010-17;Companhia Brasileira de Trens Urbanos;PB;João Pessoa;58010-540;27/09/2000 17:05;18/06/2001 20:26;430223
cp2.gov.br;042.414.284/0001-02;Colégio Pedro II;RJ;Rio de Janeiro;20921-903;10/07/2009 16:17;08/03/2013 19:47;5737217
dtpdf.gov.br;042.422.253/0014-18;DATAPREV DF;DF;Brasília;70070-931;27/02/1997 12:00;20/09/2013 00:07;31562
inss.gov.br;042.422.253/0014-18;DATAPREV DF;DF;Brasília;70070-931;27/07/1998 13:47;29/11/2004 11:53;108377
previdenciasocial.gov.br;042.422.253/0014-18;DATAPREV DF;DF;Brasília;70070-931;27/12/1999 12:41;29/11/2004 11:54;234838
xn--assistnciasocial-xqb.gov.br;042.422.253/0014-18;DATAPREV DF;DF;Brasília;70070-931;09/09/2005 13:06;09/09/2005 12:00;2340762
xn--previdnciasocial-xqb.gov.br;042.422.253/0014-18;DATAPREV DF;DF;Brasília;70070-931;27/10/2006 13:20;27/10/2006 13:20;3165465
cnis.gov.br;042.422.253/0027-32;EMP. DE TEC. E INFORMACOES DA PREVIDENCIA SOCIAL;RJ;Rio de Janeiro;22241-090;08/10/2002 18:27;26/11/2004 12:13;987612
dataprev.gov.br;042.422.253/0027-32;EMP. DE TEC. E INFORMACOES DA PREVIDENCIA SOCIAL;RJ;Rio de Janeiro;22241-090;28/01/1997 11:00;07/06/2013 20:16;29076
previdencia.gov.br;042.422.253/0027-32;EMP. DE TEC. E INFORMACOES DA PREVIDENCIA SOCIAL;RJ;Rio de Janeiro;22241-090;28/05/2003 19:23;20/09/2013 00:06;1203703
sirc.gov.br;042.422.253/0027-32;EMP. DE TEC. E INFORMACOES DA PREVIDENCIA SOCIAL;RJ;Rio de Janeiro;22241-090;19/09/2013 22:13;19/09/2013 22:13;11967324
xn--previdncia-r7a.gov.br;042.422.253/0027-32;EMP. DE TEC. E INFORMACOES DA PREVIDENCIA SOCIAL;RJ;Rio de Janeiro;22241-090;31/08/2005 13:55;07/06/2013 22:40;2322262
nuclebras.gov.br;042.515.882/0002-59;Nuclebras Equipamentos Pesados S.A.;RJ;Itaguaí;23825-410;03/03/2009 16:28;03/03/2009 16:28;5287038
nuclep.gov.br;042.515.882/0003-30;NUCLEBRÁS EQUIPAMENTOS PESADOS S.A.;RJ;ITAGUAI;22000-000;04/12/1998 18:37;29/03/2012 19:41;129198
casaruibarbosa.gov.br;042.519.488/0001-08;Fundacao Casa de Rui Barbosa;RJ;Rio de Janeiro;22260-000;02/03/1998 19:21;27/06/2014 16:50;87512
rb.gov.br;042.519.488/0001-08;Fundacao Casa de Rui Barbosa;RJ;Rio de Janeiro;22260-000;03/05/2000 12:59;27/06/2014 16:50;314451
inpi.gov.br;042.521.088/0001-37;INPI - INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL;RJ;Rio de Janeiro;20090-010;28/02/1997 12:00;18/09/2015 23:00;31664
eletronuclear.gov.br;042.540.211/0001-67;Eletrobrás Termonuclear SA;RJ;Rio de Janeiro;20091-020;07/05/1998 14:38;05/08/2015 14:33;95963
eafajt.gov.br;042.709.402/0001-00;Escola Agrotécnica Federal Antônio José Teixeira;BA;Guanambi;46430-000;24/03/2003 15:00;28/09/2009 12:00;1136184
eafguanambi.gov.br;042.709.402/0001-00;Escola Agrotécnica Federal Antônio José Teixeira;BA;Guanambi;46430-000;07/07/2005 14:11;28/09/2009 12:00;2222962
crasp.gov.br;043.060.078/0001-04;Conselho Regional de Administração de São Paulo;SP;São Paulo;01427-001;28/04/2008 17:41;31/08/2011 12:16;4395208
coren-sp.gov.br;044.413.680/0001-40;Conselho Regional de Enfermagem de SP;SP;São Paulo;01331-000;18/09/2008 18:09;19/05/2015 15:33;4868212
corensp.gov.br;044.413.680/0001-40;Conselho Regional de Enfermagem de SP;SP;São Paulo;01331-000;18/09/2008 17:54;19/05/2015 15:33;4794739
codesp.gov.br;044.837.524/0001-07;COMPANHIA DOCAS DO EST DE SAO PAULO - CODESP;SP;Santos;11015-900;23/03/2009 16:05;26/03/2009 00:17;5391404
portodesantos.gov.br;044.837.524/0001-07;COMPANHIA DOCAS DO EST DE SAO PAULO - CODESP;SP;Santos;11015-900;26/03/2009 00:24;26/03/2009 00:24;5391399
ahrana.gov.br;044.837.524/0005-30;ADIMINISTRAÇÃO DA HIDROVIA DO PARANÁ-AHRANA;SP;São Paulo;01451-000;21/10/2002 19:02;17/05/2006 16:35;997263
ahipar.gov.br;044.837.524/0006-11;AHIPAR ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI;MS;CORUMBÁ;79300-000;25/11/1997 11:00;07/04/2010 17:56;71033
comunidadenegra.gov.br;046.379.400/0001-50;Casa Civil;SP;São Paulo;01034-000;12/07/2000 18:59;25/08/2004 11:46;366436
cofen.gov.br;047.217.146/0001-57;CONSELHO FEDERAL DE ENFERMAGEM;DF;Brasília;70736-550;28/05/2002 15:35;10/06/2016 21:25;854945
portalcofen.gov.br;047.217.146/0001-57;CONSELHO FEDERAL DE ENFERMAGEM;DF;Brasília;70736-550;29/08/2000 18:29;10/06/2016 21:43;410071
crefito-sp.gov.br;049.781.479/0001-30;CONS REG DE FISIOTERAPIA E TERAP OCUP TRES REG;SP;São Paulo;01333-010;11/07/2008 16:22;11/07/2008 16:22;4666492
crefitosp.gov.br;049.781.479/0001-30;CONS REG DE FISIOTERAPIA E TERAP OCUP TRES REG;SP;São Paulo;01333-010;11/07/2008 13:32;30/03/2012 12:36;4644585
crmvsp.gov.br;050.052.885/0001-40;Conselho Regional de Med.Veterinária de SP;SP;São Paulo;04104-021;01/08/2011 10:57;01/08/2011 10:57;8561217
seade.gov.br;051.169.555/0001-00;FUNDACAO SEADE SISTEMA ESTADUAL DE ANALISE DE DADO;SP;São Paulo;05508-000;01/01/1996 12:00;09/02/2015 12:10;0
cfbm.gov.br;052.391.703/0001-91;CONSELHO FEDERAL DE BIOMEDICINA;SP;Ribeirão Preto;14010-080;17/11/2015 12:39;17/11/2015 12:39;14932442
trf3.gov.br;059.949.362/0001-76;Tribunal Regional Federal da Terceira Regiao;SP;São Paulo;01310-200;24/08/1998 17:57;04/08/2015 21:14;111967
butantan.gov.br;061.821.344/0001-56;Instituto Butantan;SP;São Paulo;05503-000;09/02/1998 19:05;25/04/2014 16:30;85080
crbm1.gov.br;062.021.837/0001-74;Conselho Regional de Biomedicina 1º Regiao;SP;São Paulo;01536-000;19/09/2008 13:29;19/09/2008 13:29;4806281
fundacentro.gov.br;062.428.073/0001-36;FUNDACENTRO - FUND.JORGE D.F. SEG. E MED. DO TRAB.;SP;São Paulo;05409-002;03/02/1997 11:00;15/07/2013 18:04;29635
fundacentrorj.gov.br;062.428.073/0002-17;Fundacao J. D. F. de Seg. e Medicina do Trabalho;RJ;Rio de Janeiro;20071-000;16/01/1998 12:22;25/08/2013 22:07;80592
fundacentro-pe.gov.br;062.428.073/0006-40;FUNDACENTRO - FUNDACAO JORGE DUPRAT FIGUEIREDO DE;PE;Recife;52030-190;12/12/1997 11:00;13/06/2011 13:17;75337
fundacentro-es.gov.br;062.428.073/0014-50;Fund. Jorge Duprat Figueiredo de Seg. Med Trabalho;ES;Vitoria;29065-160;26/02/1998 18:05;31/10/2005 18:07;86056
fundacentro-ba.gov.br;062.428.073/0017-01;FUNDACAO JORGE DUPRAT FIGUEIREDO DE SEG.E MED.TRAB;BA;Salvador;41820-770;12/05/1998 20:49;08/06/2006 14:20;95208
fundacentroms.gov.br;062.428.073/0023-41;FUNDAÇÃO JORGE DUPRAT FIGUEIREDO DE SEG;MS;Campo Grande;79002-074;25/05/1999 14:09;01/02/2006 14:28;162875
ceagesp.gov.br;062.463.005/0001-08;Companhia de Entrepostos e Armazéns Gerais de SP;SP;São Paulo;05316-900;01/10/2003 11:20;30/12/2015 13:49;1357071
sp.gov.br;062.577.929/0001-35;Cia Proc. de Dados do Estado de S Paulo - Prodesp;SP;Taboão da Serra;06760-900;06/07/1995 12:00;08/06/2015 12:13;0
creci-sp.gov.br;062.655.246/0001-59;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS SP;SP;São Paulo;01405-001;12/06/2008 21:45;24/09/2015 18:37;4543146
crecisp.gov.br;062.655.246/0001-59;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS SP;SP;São Paulo;01405-001;12/06/2008 20:58;23/06/2014 02:00;4538779
cofeci.gov.br;062.658.737/0001-53;CONSELHO FEDERAL DE CORRETORES DE IMÓVEIS;DF;Brasília;70391-900;04/05/2001 22:26;05/02/2014 16:28;549534
convensi.gov.br;062.658.737/0001-53;CONSELHO FEDERAL DE CORRETORES DE IMÓVEIS;DF;Brasília;70391-900;05/05/2014 13:54;06/05/2014 19:09;12844980
cremesp.gov.br;063.106.843/0001-97;CONSELHO REGIONAL DE MEDICINA - SP;SP;São Paulo;01301-910;17/01/2011 13:19;20/10/2013 21:04;7771407
ma.gov.br;063.574.479/0001-90;SEPLAN - Governo do Estado do Maranhão;MA;São Luís;65076-820;07/04/1997 12:00;23/04/2016 13:07;35641
maranhao.gov.br;063.574.479/0001-90;SEPLAN - Governo do Estado do Maranhão;MA;São Luís;65076-820;19/04/1999 19:41;17/09/2014 22:35;155160
eafs.gov.br;069.978.468/0001-51;ESCOLA AGROTECNICA FEDERAL DE SATUBA - AL;AL;Satuba;57120-000;07/12/1999 13:03;26/06/2008 13:48;226362
eafbambui.gov.br;070.915.798/0001-87;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE BAMBUÍ;MG;Bambuí;38900-000;06/08/1999 18:56;15/01/2010 16:29;183523
eafudi.gov.br;073.875.502/0001-30;Escola Agrotécnica Federal de Uberlândia;MG;Uberlândia;38400-000;07/06/2001 20:57;06/06/2007 12:25;576210
eafsertao.gov.br;073.878.324/0001-09;Escola Agrotécnica Federal de Sertão;RS;Sertão;99170-000;22/08/2001 19:18;31/08/2009 19:00;617601
eafsc.gov.br;073.883.027/0001-43;Escola Agrotécnica Federal de São Cristóvão - SE;SE;São Cristóvão;49100-000;21/02/2005 14:52;23/03/2005 17:41;2017005
eafc.gov.br;073.893.018/0001-33;Instituto Federal de Mato Grosso - Cáceres;MT;Cáceres;78200-000;05/09/2006 11:32;14/04/2010 19:36;3035355
agronet.gov.br;073.895.294/0001-30;Escola Agrotécnica Federal de São João Evangelista;MG;São João Evangelista;39705-000;26/03/2001 18:16;02/05/2012 16:47;537300
eafi.gov.br;073.920.001/0001-28;ESCOLA AGROTECNICA FEDERAL DE INCONFIDENTES;MG;Inconfidentes;37576-000;16/05/2003 13:38;08/08/2013 10:52;1199829
eafuberaba.gov.br;073.925.414/0001-03;CEFET CENTRO FED EDUCAÇÃO TECNOLOGICA DE UBERABA;MG;Uberaba;38045-000;24/11/2000 17:42;14/11/2005 16:03;469349
eafmachado.gov.br;073.926.602/0001-48;Escola Agrotécnica Federal de Machado;MG;Machado;37750-000;05/06/2002 17:28;28/06/2013 00:27;876624
eafmuz.gov.br;073.933.178/0001-69;Instituto Federal Sul de Minas Gerais;MG;Pouso Alegre;37550-000;07/06/2001 20:57;24/01/2009 16:13;578355
eafb.gov.br;073.946.741/0001-33;ESCOLA AGROTECNICA FEDERAL DE BARREIROS-PE;PE;Barreiros;55560-000;19/10/2001 12:27;22/04/2014 11:11;656702
eafsombrio.gov.br;073.955.064/0001-10;Instituto Federal Catarinense Campus Santa Rosa;SC;Santa Rosa do Sul;88965-000;08/11/2000 16:37;11/05/2016 16:35;455139
eafsl.gov.br;073.964.538/0001-90;Escola Agrotécnica Federal de São Luiz;MA;São Luís;65095-460;29/04/2008 11:40;07/01/2015 19:20;4398238
eafce.gov.br;073.999.823/0001-46;Escola Agrotécnica Federal de Ceres;GO;Ceres;76300-000;29/10/2004 11:15;14/09/2007 23:32;1861027
corenpr.gov.br;075.078.816/0001-37;Conselho Regional de Enfermagem do Paraná;PR;Curitiba;80020-921;23/02/2012 11:13;26/07/2014 16:24;9395488
corensc.gov.br;075.308.106/0001-56;Conselho Regional de Enfermagem de Santa Catarina;SC;Florianópolis;88020-300;16/11/2009 17:27;05/02/2016 14:36;6232598
ipardes.gov.br;075.954.891/0001-14;INSTITUTO PARANAENSE DE DESENVOLVIMENTO ECONOMICO;PR;Curitiba;82630-900;01/01/1996 12:00;08/12/2009 13:11;0
crq-9.gov.br;076.471.358/0001-64;CONSELHO REGIONAL DE QUÍMICA DA 9A REGIÃO;PR;Curitiba;80010-150;13/05/2016 18:05;13/05/2016 18:05;15485691
crq-pr.gov.br;076.471.358/0001-64;CONSELHO REGIONAL DE QUÍMICA DA 9A REGIÃO;PR;Curitiba;80010-150;13/05/2016 18:05;13/05/2016 18:05;15485688
crq9.gov.br;076.471.358/0001-64;CONSELHO REGIONAL DE QUÍMICA DA 9A REGIÃO;PR;Curitiba;80010-150;13/05/2016 18:00;13/05/2016 18:00;15485657
crqpr.gov.br;076.471.358/0001-64;CONSELHO REGIONAL DE QUÍMICA DA 9A REGIÃO;PR;Curitiba;80010-150;13/05/2016 18:00;13/05/2016 18:00;15485681
telepar.gov.br;076.535.764/0001-43;Oi S.A.;RJ;Rio de Janeiro;20230-070;03/07/1995 12:00;03/08/2015 19:10;0
telesc.gov.br;076.535.764/0001-43;Oi S.A.;RJ;Rio de Janeiro;20230-070;01/01/1996 12:00;03/08/2015 19:11;0
celepar.gov.br;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ;PR;Curitiba;80530-010;18/03/1996 12:00;08/12/2009 13:41;5966
e-parana.gov.br;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ;PR;Curitiba;80530-010;21/09/2000 15:29;08/12/2009 13:44;414002
netgoverno.gov.br;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ;PR;Curitiba;80530-010;26/02/2000 16:18;08/12/2009 13:43;265137
parana.gov.br;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ;PR;Curitiba;80530-010;24/08/2000 11:57;08/12/2009 15:04;406928
pr.gov.br;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ;PR;Curitiba;80530-010;18/03/1996 12:00;09/02/2012 16:36;5965
redecidadao.gov.br;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ;PR;Curitiba;80530-010;04/03/1999 20:26;08/12/2009 13:42;144997
creci-pr.gov.br;076.693.910/0001-69;CRECI-PR ORGANIZACAO DE CORRETORES DE IMOV=;PR;Curitiba;80060-150;29/04/2008 11:40;23/05/2014 19:24;4386338
crecipr.gov.br;076.693.910/0001-69;CRECI-PR ORGANIZACAO DE CORRETORES DE IMOV=;PR;Curitiba;80060-150;07/04/2009 12:02;23/05/2014 19:23;5417469
seti.gov.br;077.046.951/0001-26;SECRETARIA DE ESTADO DA CIENCIA, TECNOLOGIA;PR;Curitiba;80530-230;02/04/1996 12:00;08/12/2009 13:41;6400
cra-pr.gov.br;078.348.059/0001-62;Conselho Regional de Administração do Paraná;PR;Curitiba;80250-100;31/03/2016 13:08;31/03/2016 13:08;15401084
crq13.gov.br;079.887.659/0001-61;CONSELHO REGIONAL DE QUIMICA DA 13A REGIAO.;SC;Florianópolis;88015-100;12/05/2010 19:15;26/07/2014 02:54;6834102
crqsc.gov.br;079.887.659/0001-61;CONSELHO REGIONAL DE QUIMICA DA 13A REGIAO.;SC;Florianópolis;88015-100;12/05/2010 19:15;26/07/2014 02:55;6834151
creci-sc.gov.br;082.894.098/0001-32;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS -=;SC;Florianópolis;88010-010;14/05/2008 16:12;02/11/2014 00:49;4455993
badesc.gov.br;082.937.293/0001-00;AGENCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A;SC;Florianópolis;88015-380;28/06/1996 12:00;12/06/2015 23:10;10625
ciasc.gov.br;083.043.745/0001-65;Centro de Informatica e Automacao do Estado de SC;SC;Florianópolis;88034-000;01/01/1996 12:00;05/01/2016 17:28;0
sc.gov.br;083.043.745/0001-65;Centro de Informatica e Automacao do Estado de SC;SC;Florianópolis;88034-000;01/01/1996 12:00;05/01/2016 17:27;0
scnet.gov.br;083.043.745/0001-65;Centro de Informatica e Automacao do Estado de SC;SC;Florianópolis;88034-000;11/05/1999 12:01;08/02/2006 15:10;160206
crfsc.gov.br;083.900.969/0001-46;Conselho Regional de Farmácia do Estado de SC;SC;Florianópolis;88020-095;09/03/2015 17:29;10/11/2015 10:39;13922961
rr.gov.br;084.012.012/0001-26;Governo do Estado de Roraima;RR;Boa Vista;69301-250;21/10/1998 11:00;19/05/2016 22:15;122624
eafsgc.gov.br;084.490.564/0001-40;ESCOLA AGROTEC FED DE SAO GABRIEL DA CACHOEIRA;AM;Manaus;69750-000;21/02/2005 14:52;07/01/2015 15:51;1994498
eafmanaus.gov.br;084.490.572/0001-96;ESCOLA AGROTECNICA FEDERAL DE MANAUS;AM;MANAUS;69083-000;21/05/2003 18:20;27/01/2009 15:39;1192881
eafco.gov.br;084.568.336/0001-45;Escola Agrotécnica Federal de Colorado do Oeste;RO;Colorado do Oeste;76993-970;26/10/2000 19:18;18/05/2012 19:44;443829
aeb.gov.br;086.900.545/0001-70;Agência Espacial Brasileira;DF;Brasília;70610-200;04/04/2002 14:27;19/08/2014 12:52;774705
agespacial.gov.br;086.900.545/0001-70;Agência Espacial Brasileira;DF;Brasília;70610-200;25/05/1998 17:57;19/08/2015 18:51;98443
vls.gov.br;086.900.545/0001-70;Agência Espacial Brasileira;DF;Brasília;70610-200;17/09/1999 16:41;06/05/2014 18:29;199885
portalcoren-rs.gov.br;087.088.670/0001-90;Conselho Regional de Enfermagem - RS;RS;Porto Alegre;90520-002;02/08/2001 17:54;28/01/2015 12:23;607190
rs.gov.br;087.124.582/0001-04;PROCERGS - Cia de Processamento de Dados do RGS;RS;Porto Alegre;90010-340;06/09/1996 12:00;16/12/2014 11:11;15966
eafars.gov.br;091.551.986/0001-43;Escola Agrotécnica Federal de Alegrete;RS;Alegrete;97541-500;15/01/2007 18:07;19/08/2014 17:50;3276440
trf4.gov.br;092.518.737/0001-19;Tribunal Regional Federal da 4ª Região;RS;Porto Alegre;90010-395;19/06/1998 20:44;05/11/2015 11:55;102774
crm.gov.br;092.724.145/0001-53;Companhia Riograndense de Mineração;RS;Porto Alegre;90150-050;04/07/2000 16:40;20/04/2009 19:56;373927
crt.gov.br;092.794.486/0001-03;COMPANHIA RIOGRANDENSE DE TELECOMUNICACOES;RS;Porto Alegre;90440-110;06/05/1996 12:00;22/07/2009 12:43;7505
creci-rs.gov.br;092.966.159/0001-83;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS 3A. REG;RS;Porto Alegre;90020-020;03/06/2008 12:19;08/03/2013 03:51;4480248
crmvrs.gov.br;093.009.116/0001-72;onselho Reg.de Medicina Veterinaria do RS-CRMV;RS;Porto Alegre;90035-006;28/04/2000 14:21;14/10/2008 16:07;325983
cefetsvs.gov.br;094.445.673/0001-07;INSTITUTO FEDERAL FARROUPILHA;RS;São Vicente do Sul;97420-000;11/12/2002 19:11;27/11/2009 09:45;1033880
